Volatility Foundation Volatility Framework 2.6
**************************************************
SharedInfo: 0xfffff960003be520, SessionId: 0 Shared delta: 0
aheList: 0xfffff900c0400000, Table size: 0x2000, Entry size: 0x18

Object(V)                      Handle bType                 Flags    Thread  Process
0xfffff900c0609a90            0x400ca TYPE_WINDOW             0       1952   604
0xfffff900c060a170            0x600cb TYPE_INPUTCONTEXT       0       2688   604
0xfffff900c060a860            0x300cc TYPE_WINDOW             0       1952   604
0xfffff900c1bc5a80            0x400cd TYPE_CURSOR             0     -------- 604
0xfffff900c1af82c0            0x500cf TYPE_CURSOR             0     -------- 604
0xfffff900c0636b60            0x300d0 TYPE_WINDOW             0       1952   604
0xfffff900c1b3c9f0            0x300d1 TYPE_CURSOR             0     -------- 604
0xfffff900c062c7f0            0x300d2 TYPE_WINDOW             0       1952   604
0xfffff900c1adb360            0x100d3 TYPE_ACCELTABLE         0     -------- 604
0xfffff900c060b8e0            0x300d4 TYPE_WINDOW             0       1952   604
0xfffff900c1e52e80            0x500d5 TYPE_DEVICEINFO         0     -------- -
0xfffff900c060a2a0            0x300d6 TYPE_WINDOW             0       1952   604
0xfffff900c1acc9f0            0x100d7 TYPE_ACCELTABLE         0     -------- 604
0xfffff900c06281e0            0x700d8 TYPE_WINDOW             0       1108   2260
0xfffff900c1ac6bd0           0x3b00d9 TYPE_ACCELTABLE         0     -------- 604
0xfffff900c0616aa0            0x400db TYPE_INPUTCONTEXT       0       3016   296
0xfffff900c0636450            0x300dc TYPE_WINDOW             0       1952   604
0xfffff900c00c6010            0x100dd TYPE_ACCELTABLE         0     -------- 604
0xfffff900c0628390            0x500de TYPE_WINDOW             0       1108   2260
0xfffff900c060e400            0x200df TYPE_MENU               0     -------- 1844
0xfffff900c0636ca0            0x500e0 TYPE_WINDOW             0       1952   604
0xfffff900c060fa50            0x200e1 TYPE_INPUTCONTEXT       0       788    604
0xfffff900c0629ec0            0x400e2 TYPE_WINDOW             0       1952   604
0xfffff900c060def0            0x200e3 TYPE_INPUTCONTEXT       0       1796   604
0xfffff900c062c330            0x400e4 TYPE_WINDOW             0       1952   604
0xfffff900c0613c20            0x700e5 TYPE_INPUTCONTEXT       0       2236   604
0xfffff900c060d1d0            0x400e6 TYPE_WINDOW             0       1952   604
0xfffff900c060e4a0            0x400e7 TYPE_MENU               0     -------- 1844
0xfffff900c06361e0            0x300e8 TYPE_WINDOW             0       1952   604
0xfffff900c1ade100            0x200e9 TYPE_WINEVENTHOOK       0       896    1844
0xfffff900c060bec0            0x300ea TYPE_WINDOW             0       1952   604
0xfffff900c0610ec0            0x300eb TYPE_INPUTCONTEXT       0       2164   1844
0xfffff900c060baf0            0x300ec TYPE_WINDOW             0       1952   604
0xfffff900c0610e10            0x200ed TYPE_INPUTCONTEXT       0       628    604
0xfffff900c062a120            0x500ee TYPE_WINDOW             0       1952   604
0xfffff900c1fd9e90            0x200ef TYPE_TIMER              0     -------- 604
0xfffff900c060d6d0            0x100f0 TYPE_WINDOW             0       864    604
0xfffff900c0610010            0x100f1 TYPE_MENU               0     -------- 1844
0xfffff900c060d8f0            0x100f2 TYPE_WINDOW             0       864    604
0xfffff900c06100b0            0x100f3 TYPE_MENU               0     -------- 1844
0xfffff900c060da50            0x100f4 TYPE_WINDOW             0       864    604
0xfffff900c1c73b30           0x2400f5 TYPE_DEVICEINFO         0     -------- -
0xfffff900c060dc00            0x100f6 TYPE_WINDOW             0       864    604
0xfffff900c1f854c0            0x300f7 TYPE_CURSOR             0     -------- 604
0xfffff900c060ddb0            0x100f8 TYPE_WINDOW             0       864    604
0xfffff900c0611730            0x300f9 TYPE_INPUTCONTEXT       0       2180   604
0xfffff900c060df40            0x100fa TYPE_WINDOW             0       864    604
0xfffff900c1f967e0            0x200fb TYPE_TIMER              0     -------- 604
0xfffff900c060f8d0            0x100fc TYPE_WINDOW             0       864    604
0xfffff900c01ad1d0            0x100fd TYPE_CURSOR             0     -------- 1844
0xfffff900c060faa0            0x100fe TYPE_WINDOW             0       864    604
0xfffff900c1b14ce0            0x300ff TYPE_CURSOR             0     -------- 604
0xfffff900c060fc60            0x10100 TYPE_WINDOW             0       864    604
0xfffff900c1ed4280            0x80101 TYPE_CURSOR             0     -------- 2424
0xfffff900c060fda0            0x10102 TYPE_WINDOW             0       788    604
0xfffff900c1acebf0           0x210103 TYPE_CURSOR             0     -------- 604
0xfffff900c060e2d0            0x10104 TYPE_WINDOW             0       896    1844
0xfffff900c0613460            0x60105 TYPE_INPUTCONTEXT       0       2228   604
0xfffff900c060ef70            0x10106 TYPE_WINDOW             0       896    1844
0xfffff900c0611e40            0x40107 TYPE_INPUTCONTEXT       0       2092   1844
0xfffff900c060f3a0            0x10108 TYPE_WINDOW             0       896    1844
0xfffff900c21dc750           0x100109 TYPE_CURSOR             0     -------- 2424
0xfffff900c060f720            0x1010a TYPE_WINDOW             0       896    1844
0xfffff900c0612a10            0x4010b TYPE_INPUTCONTEXT       0       2224   604
0xfffff900c0611e90            0x2010c TYPE_WINDOW             0       2204   604
0xfffff900c1e4a320            0x3010d TYPE_CURSOR             0     -------- 604
0xfffff900c0611000            0x1010e TYPE_WINDOW             0       2164   1844
0xfffff900c1e52cf0           0x29010f TYPE_DEVICEINFO         0     -------- -
0xfffff900c0611180            0x10110 TYPE_WINDOW             0       2164   1844
0xfffff900c0625ea0           0x100111 TYPE_MENU               0     -------- 604
0xfffff900c0611300            0x10112 TYPE_WINDOW             0       2164   1844
0xfffff900c216d640            0x20113 TYPE_CURSOR             0     -------- 604
0xfffff900c06115b0            0x10114 TYPE_WINDOW             0       2164   1844
0xfffff900c060ab20          0x16d0115 TYPE_MENU               0     -------- 604
0xfffff900c0611780            0x10116 TYPE_WINDOW             0       2180   604
0xfffff900c1ab6b80            0x10117 TYPE_CURSOR             0     -------- 604
0xfffff900c06153c0            0x20118 TYPE_WINDOW             0       2216   604
0xfffff900c2192180            0x50119 TYPE_CURSOR             0     -------- 604
0xfffff900c0611a80            0x1011a TYPE_WINDOW             0       2180   604
0xfffff900c1a011d0            0x3011b TYPE_CURSOR             0     -------- 604
0xfffff900c0611c20            0x1011c TYPE_WINDOW             0       2180   604
0xfffff900c0623c70           0x1f011d TYPE_HOOK               0       2420   2424
0xfffff900c0612f00            0x1011e TYPE_WINDOW             0       2216   604
0xfffff900c1a9b390            0x2011f TYPE_CURSOR             0     -------- 604
0xfffff900c0613140            0x10120 TYPE_WINDOW             0       2216   604
0xfffff900c1afaa20            0x10121 TYPE_CURSOR             0     -------- 604
0xfffff900c06132c0            0x10122 TYPE_WINDOW             0       2216   604
0xfffff900c1ac0a20            0x10123 TYPE_CURSOR             0     -------- 604
0xfffff900c0613590            0x50124 TYPE_WINDOW             0       2228   604
0xfffff900c1edc990            0x10125 TYPE_CURSOR             0     -------- 604
0xfffff900c060c730            0x40126 TYPE_WINDOW             0       1952   604
0xfffff900c1e48290            0x10127 TYPE_CURSOR             0     -------- 604
0xfffff900c060c5f0            0x50128 TYPE_WINDOW             0       2228   604
0xfffff900c1a67e80            0x10129 TYPE_CURSOR             0     -------- 604
0xfffff900c0613d50            0x1012a TYPE_WINDOW             0       2216   604
0xfffff900c1a73780            0x1012b TYPE_CURSOR             0     -------- 604
0xfffff900c0613ee0            0x1012c TYPE_WINDOW             0       2236   604
0xfffff900c1a83870            0x1012d TYPE_CURSOR             0     -------- 604
0xfffff900c0614120            0x1012e TYPE_WINDOW             0       2220   604
0xfffff900c06369e0           0x45012f TYPE_INPUTCONTEXT       0       2616   604
0xfffff900c06143d0            0x10130 TYPE_WINDOW             0       2220   604
0xfffff900c1a89a10            0x10131 TYPE_CURSOR             0     -------- 604
0xfffff900c0614550            0x10132 TYPE_WINDOW             0       2236   604
0xfffff900c1e56390            0x30133 TYPE_CURSOR             0     -------- 2424
0xfffff900c0615690            0x20134 TYPE_WINDOW             0       2204   604
0xfffff900c01af1c0           0x3e0135 TYPE_CURSOR             0     -------- 2424
0xfffff900c06148e0            0x10136 TYPE_WINDOW             0       2216   604
0xfffff900c0616f50            0x80137 TYPE_INPUTCONTEXT       0       2192   604
0xfffff900c0614a80            0x10138 TYPE_WINDOW             0       2216   604
0xfffff900c05c35e0          0x14d0139 TYPE_MENU               0     -------- 368
0xfffff900c0614ca0            0x1013a TYPE_WINDOW             0       2216   604
0xfffff900c1a32b90           0x46013b TYPE_DEVICEINFO         0     -------- -
0xfffff900c0615920            0x1013c TYPE_WINDOW             0       2220   604
0xfffff900c1ed6280            0x3013d TYPE_CURSOR             0     -------- 2424
0xfffff900c0615ad0            0x1013e TYPE_WINDOW             0       2220   604
0xfffff900c2070f80           0x84013f TYPE_TIMER              0     -------- 604
0xfffff900c0615c70            0x10140 TYPE_WINDOW             0       2216   604
0xfffff900c01b9280            0x40141 TYPE_CURSOR             0     -------- 2424
0xfffff900c0615ec0            0x40142 TYPE_WINDOW             0       1952   604
0xfffff900c01ae380            0x50143 TYPE_CURSOR             0     -------- 2424
0xfffff900c0616fa0            0x40144 TYPE_WINDOW             0       2192   604
0xfffff900c01ae4d0            0x30145 TYPE_CURSOR             0     -------- 2424
0xfffff900c0617100            0x40146 TYPE_WINDOW             0       2192   604
0xfffff900c01b0680            0x10147 TYPE_CURSOR             0     -------- 2424
0xfffff900c0616030            0x50148 TYPE_WINDOW             0       2192   604
0xfffff900c01fb690            0x10149 TYPE_CURSOR             0     -------- 2424
0xfffff900c0617330            0x2014a TYPE_WINDOW             0       2192   604
0xfffff900c1a02a30            0x1014b TYPE_CURSOR             0     -------- 2424
0xfffff900c06174a0            0x1014c TYPE_WINDOW             0       2192   604
0xfffff900c1a1e740            0x1014d TYPE_CURSOR             0     -------- 2424
0xfffff900c0617710            0x1014e TYPE_WINDOW             0       2192   604
0xfffff900c0616af0            0x10150 TYPE_WINDOW             0       2192   604
0xfffff900c0617880            0x10152 TYPE_WINDOW             0       2192   604
0xfffff900c06179b0            0x10154 TYPE_WINDOW             0       2192   604
0xfffff900c21ad740            0x10155 TYPE_ACCELTABLE         0     -------- 604
0xfffff900c0617c50            0x10156 TYPE_WINDOW             0       2192   604
0xfffff900c0618dc0            0x50157 TYPE_MENU               0     -------- 368
0xfffff900c0617dd0            0x10158 TYPE_WINDOW             0       2192   604
0xfffff900c0618e60            0x10159 TYPE_MENU               0     -------- 368
0xfffff900c0617f60            0x1015a TYPE_WINDOW             0       2192   604
0xfffff900c1ad0bf0            0x3015b TYPE_CURSOR             0     -------- 604
0xfffff900c06180d0            0x1015c TYPE_WINDOW             0       2192   604
0xfffff900c1ad4c00           0x13015d TYPE_CURSOR             0     -------- 2424
0xfffff900c0618200            0x1015e TYPE_WINDOW             0       2192   604
0xfffff900c0630e70           0x29015f TYPE_INPUTCONTEXT       0       1888   2692
0xfffff900c0618450            0x10160 TYPE_WINDOW             0       2192   604
0xfffff900c1a85190            0x10161 TYPE_CURSOR             0     -------- 604
0xfffff900c0618640            0x10162 TYPE_WINDOW             0       2192   604
0xfffff900c1f27670            0x10163 TYPE_CURSOR             0     -------- 604
0xfffff900c0618770            0x10164 TYPE_WINDOW             0       2192   604
0xfffff900c061a060            0x10165 TYPE_MENU               0     -------- 604
0xfffff900c06188c0            0x10166 TYPE_WINDOW             0       2192   604
0xfffff900c061a100            0x10167 TYPE_MENU               0     -------- 604
0xfffff900c0618a10            0x10168 TYPE_WINDOW             0       2192   604
0xfffff900c061aae0            0x10169 TYPE_MENU               0     -------- 604
0xfffff900c0618bd0            0x1016a TYPE_WINDOW             0       2192   604
0xfffff900c061b050            0x1016b TYPE_MENU               0     -------- 604
0xfffff900c06198f0            0x1016c TYPE_WINDOW             0       2192   604
0xfffff900c061b0f0            0x1016d TYPE_MENU               0     -------- 604
0xfffff900c0619b00            0x1016e TYPE_WINDOW             0       2192   604
0xfffff900c061bb10            0x1016f TYPE_MENU               0     -------- 604
0xfffff900c0619d50            0x10170 TYPE_WINDOW             0       2192   604
0xfffff900c061c0d0            0x10171 TYPE_MENU               0     -------- 604
0xfffff900c0619e90            0x10172 TYPE_WINDOW             0       2192   604
0xfffff900c061c760            0x10173 TYPE_MENU               0     -------- 604
0xfffff900c0620350            0x10174 TYPE_WINDOW             0       2192   604
0xfffff900c061ce10            0x10175 TYPE_MENU               0     -------- 604
0xfffff900c06204b0            0x10176 TYPE_WINDOW             0       2192   604
0xfffff900c061d400            0x10177 TYPE_MENU               0     -------- 604
0xfffff900c0620640            0x10178 TYPE_WINDOW             0       2192   604
0xfffff900c061d4a0            0x10179 TYPE_MENU               0     -------- 604
0xfffff900c06208c0            0x1017a TYPE_WINDOW             0       2192   604
0xfffff900c061df50            0x1017b TYPE_MENU               0     -------- 604
0xfffff900c0630150            0x5017c TYPE_WINDOW             0       2192   604
0xfffff900c061e510            0x1017d TYPE_MENU               0     -------- 604
0xfffff900c06237c0            0xe017e TYPE_WINDOW             0       2420   2424
0xfffff900c061ea60            0x1017f TYPE_MENU               0     -------- 604
0xfffff900c0629ff0            0x60180 TYPE_WINDOW             0       1952   604
0xfffff900c061f020            0x10181 TYPE_MENU               0     -------- 604
0xfffff900c0628c30            0x60182 TYPE_WINDOW             0       2856   2692
0xfffff900c061f6b0            0x10183 TYPE_MENU               0     -------- 604
0xfffff900c0624a40            0xb0184 TYPE_WINDOW             0       2420   2424
0xfffff900c061fd60            0x10185 TYPE_MENU               0     -------- 604
0xfffff900c0621c20            0x50186 TYPE_WINDOW             0       2856   2692
0xfffff900c1e744c0           0x280187 TYPE_CURSOR             0     -------- 2424
0xfffff900c0633770            0xd0188 TYPE_WINDOW             0       2420   2424
0xfffff900c1a8d7b0           0x160189 TYPE_CURSOR             0     -------- 604
0xfffff900c0623670            0xa018a TYPE_WINDOW             0       2420   2424
0xfffff900c0627e90           0x1c018b TYPE_MENU               0     -------- 2260
0xfffff900c06292b0            0x3018c TYPE_WINDOW             0       2420   2424
0xfffff900c0621f30            0x4018e TYPE_WINDOW             0       2616   604
0xfffff900c1ebc860           0x36018f TYPE_CURSOR             0     -------- 2424
0xfffff900c06294b0            0x10190 TYPE_WINDOW             0       2192   604
0xfffff900c1bd06e0          0x1110191 TYPE_CURSOR             0     -------- 604
0xfffff900c0629600            0x10192 TYPE_WINDOW             0       2192   604
0xfffff900c062aad0            0x10194 TYPE_WINDOW             0       2192   604
0xfffff900c1c03ce0           0x5e0195 TYPE_CURSOR             0     -------- 2424
0xfffff900c062ad20            0x10196 TYPE_WINDOW             0       2192   604
0xfffff900c1f1fbf0           0x190197 TYPE_CURSOR             0     -------- 2692
0xfffff900c062afe0            0x10198 TYPE_WINDOW             0       2192   604
0xfffff900c0626ac0            0x30199 TYPE_INPUTCONTEXT       0       1192   604
0xfffff900c062b130            0x1019a TYPE_WINDOW             0       2192   604
0xfffff900c062b280            0x1019c TYPE_WINDOW             0       2192   604
0xfffff900c1ae8680            0x4019d TYPE_ACCELTABLE         0     -------- 604
0xfffff900c062b420            0x1019e TYPE_WINDOW             0       2192   604
0xfffff900c0627940            0x7019f TYPE_INPUTCONTEXT       0       2384   604
0xfffff900c062b5f0            0x101a0 TYPE_WINDOW             0       2192   604
0xfffff900c062b780            0x201a2 TYPE_WINDOW             0       2192   604
0xfffff900c06277b0           0x1701a3 TYPE_MENU               0     -------- 604
0xfffff900c062b9b0            0x101a4 TYPE_WINDOW             0       2192   604
0xfffff900c06291d0            0x201a5 TYPE_INPUTCONTEXT       0       1944   604
0xfffff900c0628af0            0x601a6 TYPE_WINDOW             0       2192   604
0xfffff900c1f2a690            0x201a7 TYPE_CURSOR             0     -------- 604
0xfffff900c0626eb0            0x801a8 TYPE_WINDOW             0       2192   604
0xfffff900c1a85100            0x901a9 TYPE_TIMER              0     -------- 604
0xfffff900c0627670            0x801aa TYPE_WINDOW             0       2192   604
0xfffff900c06138e0            0x501ac TYPE_WINDOW             0       2228   604
0xfffff900c0582600          0x28301ad TYPE_MONITOR            0     -------- -
0xfffff900c0626710            0x401ae TYPE_WINDOW             0       1944   604
0xfffff900c06307c0           0x1301af TYPE_MENU               0     -------- 2692
0xfffff900c0636320            0x501b0 TYPE_WINDOW             0       1952   604
0xfffff900c1a8f1d0           0x1f01b1 TYPE_CURSOR             0     -------- 2692
0xfffff900c0622ec0            0x101b2 TYPE_WINDOW             0       2384   604
0xfffff900c1e98380           0x1301b3 TYPE_CURSOR             0     -------- 2692
0xfffff900c0622ff0            0x101b4 TYPE_WINDOW             0       2384   604
0xfffff900c1efebf0            0x101b5 TYPE_CURSOR             0     -------- 604
0xfffff900c0626b70            0x401b6 TYPE_WINDOW             0       2192   604
0xfffff900c1e6a2d0            0x801b7 TYPE_CURSOR             0     -------- 604
0xfffff900c0627df0           0x2801b9 TYPE_MENU               0     -------- 2260
0xfffff900c062a6a0            0x701ba TYPE_WINDOW             0       2192   604
0xfffff900c060b1b0            0x501bc TYPE_WINDOW             0       1952   604
0xfffff900c060d540           0x6501bd TYPE_INPUTCONTEXT       0       2420   2424
0xfffff900c060b2f0            0x501be TYPE_WINDOW             0       1952   604
0xfffff900c00f34e0           0x1801bf TYPE_CLIPDATA           0     -------- -
0xfffff900c0636a30            0x501c0 TYPE_WINDOW             0       1952   604
0xfffff900c0623c00           0x2801c1 TYPE_HOOK               0       2420   2424
0xfffff900c063d7b0            0x401c2 TYPE_WINDOW             0       2192   604
0xfffff900c0630540           0x1501c3 TYPE_INPUTCONTEXT       0       1732   2260
0xfffff900c0625d60            0x401c4 TYPE_WINDOW             0       2192   604
0xfffff900c01ae420           0x1401c5 TYPE_CURSOR             0     -------- 2424
0xfffff900c0623ab0            0xd01c6 TYPE_WINDOW             0       2420   2424
0xfffff900c06359d0           0x3501c7 TYPE_HOOK               0       1108   2260
0xfffff900c0630290            0x401c8 TYPE_WINDOW             0       2192   604
0xfffff900c0630690           0x2201c9 TYPE_MENU               0     -------- 2692
0xfffff900c06211b0            0x401ca TYPE_WINDOW             0       2192   604
0xfffff900c062a550           0x1801cb TYPE_MENU               0     -------- 368
0xfffff900c0633580            0x901cc TYPE_WINDOW             0       2420   2424
0xfffff900c1accc00            0xe01cd TYPE_CURSOR             0     -------- 604
0xfffff900c0623520           0x1801ce TYPE_WINDOW             0       2420   2424
0xfffff900c062a5f0           0x1201cf TYPE_MENU               0     -------- 368
0xfffff900c0625bb0            0x301d0 TYPE_WINDOW             0       2856   2692
0xfffff900c1ea4630           0x1101d1 TYPE_CURSOR             0     -------- 2424
0xfffff900c0623dc0            0x501d2 TYPE_WINDOW             0       2420   2424
0xfffff900c00c7360            0xf01d3 TYPE_CURSOR             0     -------- 2260
0xfffff900c06252c0            0x901d4 TYPE_WINDOW             0       3028   2424
0xfffff900c0635a40           0x2101d5 TYPE_INPUTCONTEXT       0       2880   796
0xfffff900c0625190            0x701d6 TYPE_WINDOW             0       3028   2424
0xfffff900c0630a40           0x3f01d7 TYPE_INPUTCONTEXT       0       3028   2424
0xfffff900c0625a20            0x201d8 TYPE_WINDOW             0       2856   2692
0xfffff900c1e74560           0x3101d9 TYPE_ACCELTABLE         0     -------- 2424
0xfffff900c0623130            0x401da TYPE_WINDOW             0       2420   2424
0xfffff900c0633b30            0x801dc TYPE_WINDOW             0       2420   2424
0xfffff900c0630b00            0x901dd TYPE_INPUTCONTEXT       0       340    1984
0xfffff900c0623320            0x801de TYPE_WINDOW             0       2420   2424
0xfffff900c1ad26f0           0x1101df TYPE_CURSOR             0     -------- 604
0xfffff900c0624270            0x901e0 TYPE_WINDOW             0       2420   2424
0xfffff900c060cc00           0x3d01e1 TYPE_INPUTCONTEXT       0       2952   604
0xfffff900c0624cb0            0x801e2 TYPE_WINDOW             0       2420   2424
0xfffff900c1a171c0            0x501e3 TYPE_CURSOR             0     -------- 604
0xfffff900c06339c0            0x901e4 TYPE_WINDOW             0       2420   2424
0xfffff900c0630ec0           0x1101e5 TYPE_INPUTCONTEXT       0       2856   2692
0xfffff900c0624030            0x801e6 TYPE_WINDOW             0       2420   2424
0xfffff900c1a00670           0x1f01e7 TYPE_CURSOR             0     -------- 604
0xfffff900c06257f0            0x101e8 TYPE_WINDOW             0       2192   604
0xfffff900c1aaa380            0xf01e9 TYPE_CURSOR             0     -------- 604
0xfffff900c0633cc0            0x101ea TYPE_WINDOW             0       2420   2424
0xfffff900c2194390            0xb01eb TYPE_CLIPDATA           0     -------- -
0xfffff900c0633e50            0x101ec TYPE_WINDOW             0       2420   2424
0xfffff900c06305f0            0xb01ed TYPE_MENU               0     -------- 2692
0xfffff900c06340c0            0x101ee TYPE_WINDOW             0       2420   2424
0xfffff900c1a8f130           0x2701ef TYPE_CURSOR             0     -------- 2424
0xfffff900c0634330            0x101f0 TYPE_WINDOW             0       2420   2424
0xfffff900c1a40660            0xb01f1 TYPE_CURSOR             0     -------- 2424
0xfffff900c0634860            0x101f2 TYPE_WINDOW             0       2420   2424
0xfffff900c1e012d0           0x1701f3 TYPE_CURSOR             0     -------- 2424
0xfffff900c0634ac0            0x101f4 TYPE_WINDOW             0       2420   2424
0xfffff900c1e5e630            0x601f5 TYPE_CURSOR             0     -------- 604
0xfffff900c0634d90            0x101f6 TYPE_WINDOW             0       2420   2424
0xfffff900c0630a90            0x401f7 TYPE_HOOK               0       2856   2692
0xfffff900c062c9b0            0x101f8 TYPE_WINDOW             0       2420   2424
0xfffff900c1e44580           0x2d01f9 TYPE_CURSOR             0     -------- 2424
0xfffff900c062cc50            0x101fa TYPE_WINDOW             0       2420   2424
0xfffff900c0626000           0x1c01fb TYPE_HOOK               0       2420   2424
0xfffff900c062cde0            0x101fc TYPE_WINDOW             0       2420   2424
0xfffff900c1e3a5d0          0x15a01fd TYPE_CURSOR             0     -------- 2424
0xfffff900c062cfe0            0x101fe TYPE_WINDOW             0       2420   2424
0xfffff900c01f72d0           0x3001ff TYPE_CURSOR             0     -------- 604
0xfffff900c062d1d0            0x10200 TYPE_WINDOW             0       2420   2424
0xfffff900c1c4dce0          0x4640201 TYPE_CURSOR             0     -------- 2424
0xfffff900c062d300            0x10202 TYPE_WINDOW             0       2420   2424
0xfffff900c01f92d0            0xf0203 TYPE_CURSOR             0     -------- 2424
0xfffff900c062d450            0x10204 TYPE_WINDOW             0       2420   2424
0xfffff900c1c59b70            0x10205 TYPE_CURSOR             0     -------- 2424
0xfffff900c062d5a0            0x10206 TYPE_WINDOW             0       2420   2424
0xfffff900c1e8ec00           0x1f0207 TYPE_CURSOR             0     -------- 2424
0xfffff900c062d7b0            0x10208 TYPE_WINDOW             0       2420   2424
0xfffff900c1b06680            0x10209 TYPE_CURSOR             0     -------- 2424
0xfffff900c062d920            0x1020a TYPE_WINDOW             0       2420   2424
0xfffff900c1a223f0            0x1020b TYPE_CURSOR             0     -------- 2424
0xfffff900c062db00            0x1020c TYPE_WINDOW             0       2236   604
0xfffff900c1a2c3a0            0x1020d TYPE_CURSOR             0     -------- 2424
0xfffff900c060c8c0            0x2020e TYPE_WINDOW             0       1952   604
0xfffff900c1a286f0            0x1020f TYPE_CURSOR             0     -------- 2424
0xfffff900c060a580            0x50210 TYPE_WINDOW             0       2192   604
0xfffff900c01b0400            0x10211 TYPE_CURSOR             0     -------- 2424
0xfffff900c06298c0            0x50212 TYPE_WINDOW             0       1108   2260
0xfffff900c01b0360            0x10213 TYPE_CURSOR             0     -------- 2424
0xfffff900c063ae40            0x20214 TYPE_WINDOW             0       2192   604
0xfffff900c0613a70            0xe0215 TYPE_INPUTCONTEXT       0       2784   1844
0xfffff900c06303c0            0x20216 TYPE_WINDOW             0       2192   604
0xfffff900c1deacf0          0x47d0217 TYPE_CURSOR             0     -------- 2424
0xfffff900c063b130            0x20218 TYPE_WINDOW             0       2192   604
0xfffff900c0613ac0            0xb0219 TYPE_INPUTCONTEXT       0       2936   604
0xfffff900c063d670            0x2021a TYPE_WINDOW             0       2192   604
0xfffff900c0613b10            0xb021b TYPE_INPUTCONTEXT       0       2212   604
0xfffff900c1d36260           0x30021d TYPE_CURSOR             0     -------- 2260
0xfffff900c0629a50            0x3021e TYPE_WINDOW             0       1108   2260
0xfffff900c1ae03d0            0xd021f TYPE_TIMER              0     -------- 604
0xfffff900c0624ec0            0x60223 TYPE_MENU               0     -------- 604
0xfffff900c06275d0           0x1f0227 TYPE_MENU               0     -------- 604
0xfffff900c0629130            0x50229 TYPE_MENU               0     -------- 604
0xfffff900c060c870            0x3022b TYPE_INPUTCONTEXT       0       2988   604
0xfffff900c1e3ece0           0x12022f TYPE_CURSOR             0     -------- 2260
0xfffff900c0629bf0            0x60231 TYPE_MENU               0     -------- 604
0xfffff900c063d4e0            0x50233 TYPE_MENU               0     -------- 604
0xfffff900c062baf0            0x50235 TYPE_MENU               0     -------- 604
0xfffff900c060d370            0x40237 TYPE_MENU               0     -------- 604
0xfffff900c216b610            0x9023b TYPE_TIMER              0     -------- 2260
0xfffff900c060cca0            0x4023f TYPE_INPUTCONTEXT       0       1108   2260
0xfffff900c0626ff0            0x80245 TYPE_MENU               0     -------- 604
0xfffff900c0620c30            0x60247 TYPE_MENU               0     -------- 604
0xfffff900c05c3540            0x70249 TYPE_MENU               0     -------- 368
**************************************************
SharedInfo: 0xfffff960003be520, SessionId: 2 Shared delta: 0
aheList: 0xfffff900c0400000, Table size: 0x4000, Entry size: 0x18

Object(V)                      Handle bType                 Flags    Thread  Process
------------------ ------------------ -------------------- -------- -------- -------
0xfffff900c05824b0            0x10001 TYPE_MONITOR            0     -------- -
0xfffff900c014bed0            0x10002 TYPE_WINDOW             64      2488   2760
0xfffff900c00bd2b0            0x10003 TYPE_CURSOR             0     -------- 2760
0xfffff900c05c0b90            0x10004 TYPE_WINDOW             0       2488   2760
0xfffff900c00d9070            0x10005 TYPE_CURSOR             0     -------- 2760
0xfffff900c05c0e60            0x10006 TYPE_WINDOW             0       2488   2760
0xfffff900c00dabb0            0x10007 TYPE_CURSOR             0     -------- 2760
0xfffff900c05c1070            0x10008 TYPE_WINDOW             0       2488   2760
0xfffff900c00e4c20            0x10009 TYPE_CURSOR             0     -------- 2760
0xfffff900c03e0b90            0x1000a TYPE_WINDOW             0       2488   2760
0xfffff900c00e4af0            0x1000b TYPE_CURSOR             0     -------- 2760
0xfffff900c03e0d90            0x1000c TYPE_WINDOW             0       2488   2760
0xfffff900c00e5580            0x1000d TYPE_CURSOR             0     -------- 2760
0xfffff900c03e0fa0            0x1000e TYPE_WINDOW             0       2488   2760
0xfffff900c00e5450            0x1000f TYPE_CURSOR             0     -------- 2760
0xfffff900c0600b90            0x10010 TYPE_WINDOW             0       2488   2760
0xfffff900c00ca580            0x10011 TYPE_CURSOR             0     -------- 2760
0xfffff900c0600d90            0x10012 TYPE_WINDOW             0       2488   2760
0xfffff900c00ca450            0x10013 TYPE_CURSOR             0     -------- 2760
0xfffff900c0600fa0            0x10014 TYPE_WINDOW             0       2488   2760
0xfffff900c00ca3b0            0x10015 TYPE_CURSOR             0     -------- 2760
0xfffff900c0613260            0x30016 TYPE_WINDOW             0       1552   2504
0xfffff900c00e6580            0x10017 TYPE_CURSOR             0     -------- 2760
0xfffff900c06120b0            0x20018 TYPE_WINDOW             0       1552   2504
0xfffff900c00e64e0            0x10019 TYPE_CURSOR             0     -------- 2760
0xfffff900c06133c0            0x2001a TYPE_WINDOW             0       1552   2504
0xfffff900c00e6440            0x1001b TYPE_CURSOR             0     -------- 2760
0xfffff900c0611f30            0x5001c TYPE_WINDOW             0       1552   2504
0xfffff900c00e63a0            0x1001d TYPE_CURSOR             0     -------- 2760
0xfffff900c06136b0            0x2001e TYPE_WINDOW             0       1552   2504
0xfffff900c00e7580            0x1001f TYPE_CURSOR             0     -------- 2760
0xfffff900c0613810            0x20020 TYPE_WINDOW             0       1552   2504
0xfffff900c00e74e0            0x10021 TYPE_CURSOR             0     -------- 2760
