Volatility Foundation Volatility Framework 2.6
**************************************************
SharedInfo: 0xfffff960003be520, SessionId: 0 Shared delta: 0
aheList: 0xfffff900c0400000, Table size: 0x2000, Entry size: 0x18

Object(V)                      Handle bType                 Flags    Thread  Process
0xfffff900c0628f00            0x101ac TYPE_WINDOW             0       1560   2504
0xfffff900c0629440            0x101ad TYPE_HOOK               0       2476   2524
0xfffff900c06290a0            0x101ae TYPE_WINDOW             0       1560   2504
0xfffff900c06294d0            0x101af TYPE_HOOK               0       440    2524
0xfffff900c0629680            0x301b0 TYPE_WINDOW             0       2744   2504
0xfffff900c1a5f180            0x201b1 TYPE_CURSOR             0     -------- 2504
0xfffff900c0629810            0x101b2 TYPE_WINDOW             0       2744   2504
0xfffff900c1a471d0            0x701b3 TYPE_CURSOR             0     -------- 2504
0xfffff900c1ab92d0           0x2401b5 TYPE_TIMER              0     -------- 2504
0xfffff900c0634940            0x301b7 TYPE_INPUTCONTEXT       0       848    1512
0xfffff900c0633330            0x501b9 TYPE_MENU               0     -------- 1512
0xfffff900c0621a00            0xd01bd TYPE_INPUTCONTEXT       0       1424   2304
0xfffff900c222f280            0x501bf TYPE_CURSOR             0     -------- 2504
0xfffff900c1acd6e0            0x601c1 TYPE_CURSOR             0     -------- 2504
0xfffff900c0632230            0x101c4 TYPE_WINDOW             0       1524   2504
0xfffff900c0623730            0x601c7 TYPE_MENU               0     -------- 2504
0xfffff900c0632480            0x601c9 TYPE_MENU               0     -------- 2504
0xfffff900c062ee20            0x101ca TYPE_WINDOW             0       1552   2504
0xfffff900c1a61180            0x201cb TYPE_CURSOR             0     -------- 2504
0xfffff900c062ef60            0x101cc TYPE_WINDOW             0       584    1512
0xfffff900c014d760            0x201cd TYPE_TIMER              0     -------- 1512
0xfffff900c062f0e0            0x101ce TYPE_WINDOW             0       584    1512
0xfffff900c01b0ca0            0x501cf TYPE_CURSOR             0     -------- 2504
0xfffff900c062f270            0x101d0 TYPE_WINDOW             0       584    1512
0xfffff900c062f550            0x101d2 TYPE_WINDOW             0       584    1512
0xfffff900c217d1e0            0x201d3 TYPE_CURSOR             0     -------- 1512
0xfffff900c0630620            0x101d4 TYPE_WINDOW             0       584    1512
0xfffff900c062a1a0            0x201d5 TYPE_MENU               0     -------- 1512
0xfffff900c06309f0            0x101d6 TYPE_WINDOW             0       584    1512
0xfffff900c062d930            0x301d7 TYPE_MENU               0     -------- 1512
0xfffff900c0630c90            0x101d8 TYPE_WINDOW             0       584    1512
0xfffff900c0630dd0            0x101da TYPE_WINDOW             0       584    1512
0xfffff900c1a911d0            0x501db TYPE_CURSOR             0     -------- 1512
0xfffff900c0634fd0            0x101dc TYPE_WINDOW             0       584    1512
0xfffff900c062a5d0            0x401dd TYPE_MENU               0     -------- 1512
0xfffff900c0635110            0x201de TYPE_WINDOW             0       584    1512
0xfffff900c0632620            0x601df TYPE_MENU               0     -------- 2504
0xfffff900c06353b0            0x101e0 TYPE_WINDOW             0       584    1512
0xfffff900c1f634a0            0x201e1 TYPE_CURSOR             0     -------- 2504
0xfffff900c06356f0            0x101e2 TYPE_WINDOW             0       584    1512
0xfffff900c01a7180            0x501e3 TYPE_ACCELTABLE         0     -------- 1512
0xfffff900c0635a90            0x101e4 TYPE_WINDOW             0       584    1512
0xfffff900c1aafe40            0x101e5 TYPE_ACCELTABLE         0     -------- 1512
0xfffff900c0635bd0            0x101e6 TYPE_WINDOW             0       584    1512
0xfffff900c01d50d0            0x101e7 TYPE_ACCELTABLE         0     -------- 1512
0xfffff900c0635d10            0x101e8 TYPE_WINDOW             0       584    1512
0xfffff900c214ec30            0x101e9 TYPE_ACCELTABLE         0     -------- 1512
0xfffff900c0636c90            0x101ea TYPE_WINDOW             0       584    1512
0xfffff900c0636e20            0x101ec TYPE_WINDOW             0       584    1512
0xfffff900c1ab82d0            0x701ed TYPE_CURSOR             0     -------- 1512
0xfffff900c0625a60            0x201ee TYPE_WINDOW             0       584    1512
0xfffff900c01a51e0            0x601ef TYPE_TIMER              0     -------- 1512
0xfffff900c0625cc0            0x201f0 TYPE_WINDOW             0       584    1512
0xfffff900c01ba9f0            0x201f1 TYPE_CURSOR             0     -------- 2504
0xfffff900c0625df0            0x101f2 TYPE_WINDOW             0       584    1512
0xfffff900c2283660            0x201f3 TYPE_CURSOR             0     -------- 2504
0xfffff900c0626090            0x101f4 TYPE_WINDOW             0       2788   2504
0xfffff900c01aa360            0x101f5 TYPE_CURSOR             0     -------- 2504
0xfffff900c0636fb0            0x101f6 TYPE_WINDOW             0       1552   2504
0xfffff900c2293300            0x101f7 TYPE_CURSOR             0     -------- 2504
0xfffff900c1ac0ce0            0x101f9 TYPE_CURSOR             0     -------- 2504
0xfffff900c231c660            0x101fb TYPE_CURSOR             0     -------- 2504
0xfffff900c063e4d0            0x201fc TYPE_WINDOW             0       1552   2504
0xfffff900c1abf2c0            0x101fd TYPE_CURSOR             0     -------- 2504
0xfffff900c063e630            0x201fe TYPE_WINDOW             0       1552   2504
0xfffff900c060d400            0x301ff TYPE_MENU               0     -------- 2504
0xfffff900c063e780            0x10200 TYPE_WINDOW             0       1552   2504
0xfffff900c063eac0            0x10202 TYPE_WINDOW             0       1552   2504
0xfffff900c061eec0            0x30203 TYPE_MENU               0     -------- 2504
0xfffff900c063f0d0            0x10204 TYPE_WINDOW             0       1552   2504
0xfffff900c063f3c0            0x10206 TYPE_WINDOW             0       1552   2504
0xfffff900c061ed90            0x3020b TYPE_MENU               0     -------- 2504
